Unnamed: 0,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
339,2,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,131.000383,48.263299,1
340,2,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,145.0,55.0,1
341,2,0.0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,144.789897,55.158056,1
342,2,0.0,0.984992496,0.0,0.0,0.0,0.0,0.0,0.00050025,0.00050025,0.0,0.0,0.001750875,0.0,0.0,0.006753377,0.00050025,0.0,0.0,0.0,0.004002001,0.0,0.00050025,0.0,0.00050025,0.0,21.95,120.5,50.15,1
343,2,0.0,0.9845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,131.000383,55.158056,1
344,2,0.0,0.9836,0.0,0.0,0.0,0.0,0.0,0.0005,0.0015,0.0,0.0,0.00575,0.0,0.0,0.0,0.0,0.00695,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,30.0,110.0,,1
345,2,0.0,0.983237428,0.0,0.0,0.0,0.0,0.0,0.000500375,0.001000751,0.0,0.0,0.003502627,0.0,0.0,0.008006005,0.001000751,0.0,0.0,0.0,0.001501126,0.0,0.0,0.0,0.001250938,0.0,26.05,120.0,45.0,1
346,2,0.0,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,110.316112,41.368542,1
347,2,0.0,0.98075,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0035,0.0,0.0,0.00675,0.001,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.001,0.0,30.0,90.0,,1
348,2,0.0,0.9795,0.0,0.0,0.0,0.0,0.0,0.002,0.0025,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,25.0,124.105626,55.158056,1
349,2,0.0,0.9792,0.0,0.0,0.0,0.0,0.0,0.002,0.0028,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,25.0,125.0,55.0,1
350,2,0.0,0.978478478,0.0,0.0,0.0,0.0,0.0,0.000500501,0.000500501,0.0,0.0,0.003503504,0.0,0.0,0.001501502,0.012012012,0.0,0.0,0.0,0.002502503,0.0,0.0,0.0,0.001001001,0.0,25.0,105.0,45.0,1
351,2,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,179.263682,68.94757,1
352,2,0.0,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,180.0,70.0,1
353,2,0.0,0.977988994,0.0,0.0,0.0,0.0,0.0,0.0010005,0.00150075,0.0,0.0,0.003501751,0.0,0.0,0.005002501,0.005502751,0.0,0.0,0.0,0.003001501,0.0,0.00050025,0.0,0.002001001,0.0,18.05,110.5,90.5,1
354,2,0.0,0.9775,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,35.0,110.316112,55.158056,1
355,2,0.0,0.976488244,0.0,0.0,0.0,0.0,0.0,0.00050025,0.0010005,0.0,0.0,0.002501251,0.0,0.0,0.004252126,0.0010005,0.0,0.0,0.0,0.012506253,0.0,0.000750375,0.0,0.0010005,0.0,27.0,100.3,50.15,1
356,2,0.0,0.9745,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.007,0.0,0.0,0.008,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0025,0.0,30.0,125.0,,1
357,2,0.0,0.974,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,186.158439,75.842327,1
358,2,0.0,0.973,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,179.263682,82.737084,1
359,2,0.0,0.9725,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,193.053196,89.631841,1
360,2,0.0,0.9725,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,195.0,90.0,1
361,2,0.0,0.9725,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,195.0,90.0,1
362,2,0.0,0.972472472,0.0,0.0,0.0,0.0,0.0,0.000500501,0.003753754,0.0,0.0,0.002502503,0.0,0.0,0.006006006,0.005005005,0.0,0.0,0.0,0.008008008,0.0,0.000500501,0.0,0.001251251,0.0,26.0,121.5,58.0,1
363,2,0.0,0.97225,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.007,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.001,0.0,30.0,110.0,,1
364,2,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,250.0,115.0,1
365,2,0.0,0.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,20.0,144.789897,68.94757,1
366,2,0.0,0.969484742,0.0,0.0,0.0,0.0,0.0,0.0,0.001250625,0.0,0.0,0.003501751,0.0,0.0,0.010505253,0.012506253,0.0,0.0,0.0,0.00150075,0.0,0.0,0.0,0.001250625,0.0,25.5,152.5,62.1,1
367,2,0.0,0.968968969,0.0,0.0,0.0,0.0,0.0,0.000750751,0.000750751,0.0,0.0,0.002502503,0.0,0.0,0.020520521,0.003003003,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.000750751,0.0,19.5,180.0,68.0,1
368,2,0.0,0.968968969,0.0,0.0,0.0,0.0,0.0,0.000750751,0.000750751,0.0,0.0,0.002502503,0.0,0.0,0.020520521,0.003003003,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.000750751,0.0,19.5,180.0,68.0,1
369,2,0.0,0.968468468,0.0,0.0,0.0,0.0,0.0,0.000500501,0.003753754,0.0,0.0,0.002502503,0.0,0.0,0.008008008,0.005005005,0.0,0.0,0.0,0.01001001,0.0,0.000500501,0.0,0.001251251,0.0,25.5,129.5,61.0,1
370,2,0.0,0.968,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.007,0.0,0.0,0.0145,0.001,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0025,0.0,24.0,145.0,,1
371,2,0.0,0.967725794,0.0,0.0,0.0,0.0,0.0,0.002501876,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.025018764,0.000500375,0.0,0.0,0.0,0.001250938,0.0,0.0,0.0,0.000500375,0.0,15.15,181.0,69.45,1
372,2,0.0,0.9665,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.0,0.0,0.007,0.0,0.0,0.005,0.0055,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.004,0.0,24.0,120.0,,1
373,2,0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.035,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,227.526981,96.526598,1
374,2,0.0,0.964,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.007,0.0,0.0,0.004,0.0125,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0025,0.0,25.0,130.0,,1
375,2,0.0,0.9635,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,248.211252,117.210869,1
376,2,0.0,0.963,0.0,0.0,0.0,0.0,0.0,0.0025,0.001,0.0,0.0,0.004,0.0,0.0,0.025,0.001,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.001,0.0,25.0,195.0,,1
377,2,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,240.0,115.0,1
378,2,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,240.0,115.0,1
379,2,0.0,0.9625,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,241.316495,117.210869,1
380,2,0.0,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.007,0.0,0.0,0.0105,0.0125,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0025,0.0,20.0,180.0,,1
381,2,0.0,0.95947974,0.0,0.0,0.0,0.0,0.0,0.00050025,0.026013007,0.0,0.0,0.002501251,0.0,0.0,0.004502251,0.002501251,0.0,0.0,0.0,0.002501251,0.0,0.000750375,0.0,0.001250625,0.0,26.5,116.0,56.0,1
382,2,0.0,0.958719039,0.0,0.0,0.0,0.0,0.0,0.001501126,0.000500375,0.0,0.0,0.002001501,0.0,0.0,0.031023267,0.002501876,0.0,0.0,0.0,0.002001501,0.0,0.000750563,0.0,0.001000751,0.0,23.65,208.5,100.0,1
383,2,0.0,0.958197747,0.0,0.0,0.0,0.0,0.0,0.001251564,0.000500626,0.0,0.0,0.002002503,0.0,0.0,0.027033792,0.007509387,0.0,0.0,0.0,0.001251564,0.0,0.001001252,0.0,0.001251564,0.0,15.0,225.5,87.35,1
384,2,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,18.0,151.684654,82.737084,1
385,2,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,,150.0,85.0,1
386,2,0.0,0.95623906,0.0,0.0,0.0,0.0,0.0,0.002500625,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.035008752,0.000500125,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.00100025,0.0,23.0,235.0,110.5,1
387,2,0.0,0.9545,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,262.000766,117.210869,1
388,2,0.0,0.954,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,260.0,115.0,1
389,2,0.0,0.95225,0.0,0.0,0.0,0.0,0.0,0.00125,0.001,0.0,0.0,0.004,0.0,0.0,0.027,0.0075,0.0,0.0,0.0,0.0025,0.0,0.002,0.0,0.0025,0.0,22.0,250.0,,1
390,2,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,179.263682,68.94757,1
391,2,0.0,0.9488,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.0,0.0,0.0031,0.0,0.0,0.0432,0.0034,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,28.0,275.0,140.0,1
392,2,0.0,0.9488,0.0,0.0,0.0,0.0,0.0,0.00025,0.00025,0.0,0.0,0.0031,0.0,0.0,0.0432,0.0034,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,28.0,275.0,140.0,1
393,2,0.0,0.9485,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.004,0.0,0.0,0.031,0.005,0.0,0.0,0.0,0.004,0.0,0.0015,0.0,0.002,0.0,22.6,229.9,105.1,1
394,2,0.0,0.9485,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.004,0.0,0.0,0.031,0.005,0.0,0.0,0.0,0.004,0.0,0.0015,0.0,0.002,0.0,23.9,220.2,105.6,1
395,2,0.0,0.9485,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.004,0.0,0.0,0.031,0.005,0.0,0.0,0.0,0.004,0.0,0.0015,0.0,0.002,0.0,25.8,219.5,103.2,1
396,2,0.0,0.9476,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,290.0,150.0,1
397,2,0.0,0.9475,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,276.0,124.0,1
398,2,0.0,0.9475,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,290.0,145.0,1
399,2,0.0,0.9475,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,276.0,124.0,1
400,2,0.0,0.947,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,310.0,160.0,1
401,2,0.0,0.946946947,0.0,0.0,0.0,0.0,0.0,0.001501502,0.000500501,0.0,0.0,0.002502503,0.0,0.0,0.04004004,0.004504505,0.0,0.0,0.0,0.002002002,0.0,0.000750751,0.0,0.001251251,0.0,16.0,253.5,102.0,1
402,2,0.0,0.9465,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,289.579794,144.789897,1
403,2,0.0,0.946,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,289.579794,151.684654,1
404,2,0.0,0.945709282,0.0,0.0,0.0,0.0,0.0,0.000500375,0.000750563,0.0,0.0,0.001751313,0.0,0.0,0.045033775,0.003502627,0.0,0.0,0.0,0.001000751,0.0,0.000500375,0.0,0.001250938,0.0,25.0,280.0,143.0,1
405,2,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.006,0.007,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,,180.0,70.0,1
406,2,0.0,0.940470235,0.0,0.0,0.0,0.0,0.0,0.00150075,0.00050025,0.0,0.0,0.002001001,0.0,0.0,0.044522261,0.007003502,0.0,0.0,0.0,0.002001001,0.0,0.000750375,0.0,0.001250625,0.0,14.0,265.5,120.5,1
407,2,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0015,0.001,0.0,0.0,0.005,0.0,0.0,0.04,0.0045,0.0,0.0,0.0,0.004,0.0,0.0015,0.0,0.0025,0.0,22.0,260.0,,1
408,2,0.0,0.9385,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,310.264065,158.579411,1
409,2,0.0,0.937,0.0,0.0,0.0,0.002,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.011,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,199.947953,82.737084,1
410,2,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,185.0,75.0,1
411,2,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,,185.0,95.0,1
412,2,0.0,0.934233558,0.0,0.0,0.0,0.0,0.0,0.001250313,0.000500125,0.0,0.0,0.0020005,0.0,0.0,0.051012753,0.007501875,0.0,0.0,0.0,0.001250313,0.0,0.00100025,0.0,0.001250313,0.0,14.0,276.0,117.0,1
413,2,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0015,0.001,0.0,0.0,0.004,0.0,0.0,0.0445,0.007,0.0,0.0,0.0,0.004,0.0,0.0015,0.0,0.0025,0.0,22.0,290.0,,1
414,2,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,18.0,186.158439,96.526598,1
415,2,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,186.158439,75.842327,1
416,2,0.0,0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,345.0,170.0,1
417,2,0.0,0.9334,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,18.0,170.0,75.0,1
418,2,0.0,0.9315,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0015,20.0,172.368925,68.94757,1
419,2,0.0,0.92825,0.0,0.0,0.0,0.0,0.0,0.00125,0.001,0.0,0.0,0.004,0.0,0.0,0.051,0.0075,0.0,0.0,0.0,0.0025,0.0,0.002,0.0,0.0025,0.0,24.0,310.0,,1
420,2,0.0,0.927963982,0.0,0.0,0.0,0.0,0.0,0.00050025,0.043521761,0.0,0.0,0.002501251,0.0,0.0,0.015007504,0.006003002,0.0,0.0,0.0,0.002501251,0.0,0.000750375,0.0,0.001250625,0.0,20.0,185.0,75.0,1
421,2,0.0,0.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.015,0.0625,0.0,0.0,0.0,0.0,28.0,117.210869,48.263299,1
422,2,0.0,0.9007,0.0,0.0,0.0,0.0,0.0,0.0023,0.016,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,17.0,230.0,105.0,1
423,2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,17.0,227.526981,103.421355,1
424,2,0.0,0.893625538,0.0,0.0,0.0,0.0,0.0,0.002301611,0.016011208,0.0,0.0,0.002501751,0.0,0.0,0.025017512,0.001501051,0.0,0.0,0.0,0.002001401,0.0,0.0010007,0.0,0.056039227,0.0,15.0,225.0,105.0,1
425,2,0.0,0.882,0.0,0.0,0.0,0.0,0.0,0.003,0.02,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,15.0,227.526981,103.421355,1
426,2,0.0,0.8817,0.0,0.0,0.0,0.0,0.0,0.0023,0.02,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,15.0,230.0,105.0,1
427,2,0.0,0.872,0.0,0.0,0.0,0.0,0.0,0.003,0.021,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,14.0,255.106009,151.684654,1
428,5,0.0,0.9235,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0702,0.0,0.0014,0.0,0.0,0.0,7.4,95.6,80.3,3
429,5,0.0,0.9186,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0008,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0721,0.0,0.0011,0.0,0.0,0.0,8.3,100.0,92.4,3
430,5,0.0,0.9181,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0008,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0738,0.0,0.0014,0.0,0.0,0.0,12.7,115.7,104.0,3
431,5,0.0,0.9235,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0702,0.0,0.0014,0.0,0.0,0.0,3.7,119.3,108.6,3
432,5,0.0,0.9186,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0008,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0721,0.0,0.0011,0.0,0.0,0.0,3.3,139.9,119.3,3
433,5,0.0,0.9181,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0008,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0738,0.0,0.0014,0.0,0.0,0.0,5.6,165.8,139.2,3
434,6,0.0007,0.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0057,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0066,0.0,17.0,190.0,140.0,8
435,6,0.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.0,0.0,0.006,0.0,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0068,0.0,15.0,210.0,140.0,8
436,6,0.0003,0.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.0062,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0076,0.0,14.0,180.0,145.0,8
437,6,0.001,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.0684,0.0,0.0,0.0061,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0073,0.0,14.0,185.0,140.0,8
438,1,0.0007,0.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0057,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0066,0.0,25.0,360.0,130.0,8
439,1,0.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.0,0.0,0.006,0.0,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0068,0.0,26.0,350.0,140.0,8
440,1,0.0003,0.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.0062,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0076,0.0,23.0,360.0,145.0,8
441,1,0.001,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.0684,0.0,0.0,0.0061,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0073,0.0,13.0,350.0,150.0,8
442,4,0.0007,0.9208,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0057,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0066,0.0,12.0,480.0,380.0,2
443,4,0.0,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.0,0.0,0.006,0.0,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0068,0.0,8.0,440.0,330.0,2
444,4,0.0003,0.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0678,0.0,0.0,0.0062,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0076,0.0,4.0,420.0,360.0,2
445,4,0.001,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.0684,0.0,0.0,0.0061,0.0,0.0,0.0001,0.0018,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0073,0.0,2.0,400.0,360.0,2
446,5,0.0,0.88282,0.0,0.0,0.0,0.0,0.0,0.0018,0.017,0.0,0.0,0.0022,0.0,0.0,0.0275,0.0,0.001,0.0,0.0,0.0006,0.0,0.00028,0.0,0.0668,0.0,,545.0,515.0,4
447,5,0.0,0.8945,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0006,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0715,0.0012,12.5,578.0,528.0,4
448,5,0.0,0.8945,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0006,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0715,0.0012,13.0,509.0,430.0,4
449,5,0.0,0.8945,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0006,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0715,0.0012,11.0,578.0,528.0,4
450,4,0.0,0.8945,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0006,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0715,0.0012,13.5,582.0,530.0,2
